COUNTRY_CODE,REGION_WHO,REGION_UNICEF,REGION_UNAIDS,COUNTRY_NAME,TIME_PERIOD,DATA_SOURCE,is_indicator_relevant,are_data_available,measurement_source,measurement_source_other,period_start_date,period_end_date,data_source_comment,data_comment,state,no_validation_comment_log,no_validation_warnings_list,comments,NEW_ENROL_AVAIL,PERCENT-ALL,PERCENT-TIME_LT_5Y,PERCENT-TIME_5_15Y,PERCENT-TIME_GT_15Y,NUMERATOR-ALL,NUMERATOR-TIME_LT_5Y,NUMERATOR-TIME_5_15Y,NUMERATOR-TIME_GT_15Y,DENOMINATOR-ALL,DENOMINATOR-TIME_LT_5Y,DENOMINATOR-TIME_5_15Y,DENOMINATOR-TIME_GT_15Y,NEW_ENROL_AVAIL_2,PER_CUR_ENROL-ALL,PER_CUR_ENROL-TIME_LT_5Y,PER_CUR_ENROL-TIME_5_15Y,PER_CUR_ENROL-TIME_GT_15Y,NUM_CUR_ENROL-ALL,NUM_CUR_ENROL-TIME_LT_5Y,NUM_CUR_ENROL-TIME_5_15Y,NUM_CUR_ENROL-TIME_GT_15Y,DEN_CUR_ENROL-ALL,DEN_CUR_ENROL-TIME_LT_5Y,DEN_CUR_ENROL-TIME_5_15Y,DEN_CUR_ENROL-TIME_GT_15Y,TBL_ARV_TBT-ALL,TBL_ARV_TBT-TIME_LT_5Y,TBL_ARV_TBT-TIME_5_15Y,TBL_ARV_TBT-TIME_GT_15Y,include_in_csv_export
MAR,Eastern Mediterranean,Middle East and North Africa,Western and central Africa,Morocco,2024,GARPR,Yes,Yes,Tuberculosis Patient Registers,Service de la santé publique CDTMD,2024-01-01,2024-12-31,,,published,"Date: 2025-07-29 16:46:54.035753
 
--------
Date: 2025-07-29 16:46:48.720394
 
--------
Date: 2025-05-22 22:00:00.402705
 
--------
Date: 2025-04-23 16:31:22.000705
 
--------
","Some values are missing. Please explain.
The age disaggregation does not add up to the total.
The denominator for this indicator should be the same as the denominator for indicator 7.7. Please verify.
Please verify and confirm that some percentages have changed by more than 20% compared to the previous year.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Veuillez vérifier si des données sont disponibles sur le nombre de personnes actuellement sous TAR qui ont reçu un traitement préventif contre la tuberculose au cours de la période du rapport.

Hind EL HAJJI (UNAIDS) said on 22/05/25 at 19:59: Numérateur : 224 nouvelles inclusions sous ARV mise sous traitement préventif de la TB
Dénominateur : 1443 nouvelles inclusions  sous TAR

",Yes,15.5,,,,224,,,,1443,,,,No,,,,,,,,,,,,,,,,,Yes
NER,Africa,Sub-Saharan Africa,Western and central Africa,Niger,2024,GARPR,Yes,Yes,Other tools (please define data sources for numerator and denominator below),DHIS2,2024-01-01,2024-12-31,Néant,Néant,published,,,"Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Veuillez vérifier si des données sont disponibles sur le nombre de personnes actuellement sous TAR qui ont reçu un traitement préventif contre la tuberculose au cours de la période du rapport.

Mariama Hamidou (MINISTRY) said on 30/05/25 at 15:55: les données concernant sur cet indicateur ne sont disponibles car non pris en compte dans nos supports.

",Yes,61.9,62.1,62.1,61.9,1800,36,54,1710,2908,58,87,2763,No,,,,,,,,,,,,,,,,,Yes
NGA,Africa,Sub-Saharan Africa,Western and central Africa,Nigeria,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,NDARS,2024-01-01,2024-12-31,,,published,"Date: 2025-03-21 13:04:54.240497
The indicator is not disaggregated by the age groups currently on the country reporting tools rather , It is disaggregated by sex male and female
--------
Date: 2025-03-16 21:16:34.660140
The indicator is not disaggregated by the age groups currently on the country reporting tools rather , It is disaggregated by sex male and female
--------
Date: 2025-03-16 21:16:09.662098
The indicator is not disaggregated by the age groups currently on the country reporting tools rather , It is disaggregated by sex male and female
--------
","Some values are missing. Please explain.
The age disaggregation does not add up to the total.","Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Data reported on the number of people currently on ART who received TPT seem to be similar to data reported in the last three reporting rounds on the number of people newly enrolled on ART who received TB preventive treatment. Please verify if data reported refer to people newly enrolled on ART during the reporting period. The number of people reported to have receive TB preventive treatment prior to the reporting period (in 2023 and prior years) seems low compared to the number of people reported to have received TB preventive treatment in previous reporting rounds. Please verify.

Dr Adebobola Bashorun (MINISTRY) said on 23/05/25 at 06:45: The data reported is for PLHIV currently on ART initiated on TPT and not for those newly enrolled on ART. 
The reporting seems low compared to previous years most likely due to the PELTOM DQA, facility verification checks) in 2023. Findings led to justifiably applying correction factors to the treatment data

",No,,,,,,,,,,,,,Yes,8.9,,,,145242,,,,1629359,,,,172950,,,,Yes
STP,Africa,Sub-Saharan Africa,Western and central Africa,Sao Tome and Principe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SEN,Africa,Sub-Saharan Africa,Western and central Africa,Senegal,2024,GARPR,Yes,Yes,Other tools (please define data sources for numerator and denominator below),LA MAQUETTE NATIONALE DE SUIVI DES PvVIH 2024,2024-01-01,2024-12-31,,,published,"Date: 2025-03-30 23:25:53.696276
Oui 
--------
",Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.,,Yes,23.8,4.6,7,24.9,1263,6,11,1246,5302,131,157,5014,Yes,4.3,3.3,2,4.4,1631,8,24,1599,37638,242,1194,36202,,,,,Yes
SLE,Africa,Sub-Saharan Africa,Western and central Africa,Sierra Leone,2024,GARPR,Yes,Yes,Antiretroviral Patient Registers,,2024-01-01,2024-12-31,National HMIS/DHIS2,,published,"Date: 2025-06-04 14:11:13.447443
The submitted data is from the National DHIS2. There has been improvement in reporting from the facilities.
--------
",Please verify and confirm that some percentages have changed by more than 20% compared to the previous year.,"Victoria Bendaud (UNAIDS) said on 19/05/25 at 08:18: Last year it was reported [9372] people living with HIV newly enrolled on ART started TB preventive treatment and [9455] people living with HIV on ART started TB preventive treatment. Please verify if data are available for this reporting period.

",Yes,79.6,43.3,65.6,80.8,10562,132,214,10216,13272,305,326,12641,No,,,,,,,,,,,,,,,,,Yes
TGO,Africa,Sub-Saharan Africa,Western and central Africa,Togo,2024,GARPR,Yes,Yes,Other tools (please define data sources for numerator and denominator below),DHIS2,2023-12-26,2024-12-25,,,published,"Date: 2025-03-24 15:56:59.381969
La mise en œuvre de l'approche TPT a effectivement commencé en 2024
--------
Date: 2025-03-24 13:32:50.614632
La mise en œuvre de l'approche TPT a effectivement commencé en 2024
--------
",Veuillez vérifier et confirmer que certains pourcentages ont changé de plus de 20% par rapport à l'année précédente.,,Yes,9.7,12.4,8.4,9.6,946,31,25,890,9787,249,297,9241,Yes,1.9,8.7,2.2,1.9,1785,55,71,1659,93153,632,3169,89352,,,,,Yes
TUN,Eastern Mediterranean,Middle East and North Africa,Western and central Africa,Tunisia,2024,GARPR,Yes,No,,,,,,,edit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
AND,Europe,,Western and central Europe and North America,Andorra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
AUT,Europe,,Western and central Europe and North America,Austria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BEL,Europe,,Western and central Europe and North America,Belgium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BGR,Europe,Central and Eastern Europe and the Commonwealth of Independent States,Western and central Europe and North America,Bulgaria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
CAN,America,,Western and central Europe and North America,Canada,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
HRV,Europe,Central and Eastern Europe and the Commonwealth of Independent States,Western and central Europe and North America,Croatia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
CYP,Europe,,Western and central Europe and North America,Cyprus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
CZE,Europe,,Western and central Europe and North America,Czechia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
DNK,Europe,,Western and central Europe and North America,Denmark,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
EST,Europe,,Western and central Europe and North America,Estonia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
FIN,Europe,,Western and central Europe and North America,Finland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
FRA,Europe,,Western and central Europe and North America,France,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
DEU,Europe,,Western and central Europe and North America,Germany,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
GRC,Europe,,Western and central Europe and North America,Greece,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
HUN,Europe,,Western and central Europe and North America,Hungary,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
ISL,Europe,,Western and central Europe and North America,Iceland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
IRL,Europe,,Western and central Europe and North America,Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
ISR,Europe,,Western and central Europe and North America,Israel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
ITA,Europe,,Western and central Europe and North America,Italy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
002,Europe,,Western and central Europe and North America,Kosovo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LVA,Europe,,Western and central Europe and North America,Latvia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LIE,Europe,,Western and central Europe and North America,Liechtenstein,2024,GARPR,Yes,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LTU,Europe,,Western and central Europe and North America,Lithuania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
LUX,Europe,,Western and central Europe and North America,Luxembourg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
MLT,Europe,,Western and central Europe and North America,Malta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
MCO,Europe,,Western and central Europe and North America,Monaco,2024,GARPR,No,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
NLD,Europe,,Western and central Europe and North America,Netherlands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
NOR,Europe,,Western and central Europe and North America,Norway,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
POL,Europe,,Western and central Europe and North America,Poland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
PRT,Europe,,Western and central Europe and North America,Portugal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SMR,Europe,,Western and central Europe and North America,San Marino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SRB,Europe,Central and Eastern Europe and the Commonwealth of Independent States,Western and central Europe and North America,Serbia,2024,GARPR,No,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SVK,Europe,,Western and central Europe and North America,Slovakia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SVN,Europe,,Western and central Europe and North America,Slovenia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
ESP,Europe,,Western and central Europe and North America,Spain,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SWE,Europe,,Western and central Europe and North America,Sweden,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
CHE,Europe,,Western and central Europe and North America,Switzerland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TUR,Europe,Central and Eastern Europe and the Commonwealth of Independent States,Western and central Europe and North America,Türkiye,2024,GARPR,No,No,,,,,,,published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
GBR,Europe,,Western and central Europe and North America,United Kingdom of Great Britain and Northern Ireland,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
USA,America,,Western and central Europe and North America,United States of America,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
